#portID	slaveID	chipID	channelID	vth_t1	vth_t2	vth_e
0	0	2	55	20	20	15
0	0	10	35	20	20	15
0	0	2	0	20	20	15
0	0	4	14	20	20	15
0	0	10	40	20	20	15
0	0	10	10	20	20	15
0	0	4	9	20	20	15
0	0	2	52	20	20	15
0	0	12	0	20	20	15
0	0	2	1	20	20	15
0	0	4	4	20	20	15
0	0	12	9	20	20	15
0	0	12	45	20	20	15
0	0	4	7	20	20	15
0	0	2	53	20	20	15
0	0	10	22	20	20	15
0	0	2	6	20	20	15
0	0	4	2	20	20	15
0	0	10	43	20	20	15
0	0	0	9	20	20	15
0	0	2	58	20	20	15
0	0	0	13	20	20	15
0	0	0	12	20	20	15
0	0	4	46	20	20	15
0	0	12	24	20	20	15
0	0	0	15	20	20	15
0	0	2	59	20	20	15
0	0	10	55	20	20	15
0	0	2	4	20	20	15
0	0	0	2	20	20	15
0	0	10	30	20	20	15
0	0	0	5	20	20	15
0	0	2	56	20	20	15
0	0	2	5	20	20	15
0	0	12	53	20	20	15
0	0	2	18	20	20	15
0	0	12	32	20	20	15
0	0	12	57	20	20	15
0	0	0	27	20	20	15
0	0	2	57	20	20	15
0	0	0	0	20	20	15
0	0	12	16	20	20	15
0	0	2	20	20	20	15
0	0	10	31	20	20	15
0	0	10	63	20	20	15
0	0	12	22	20	20	15
0	0	0	17	20	20	15
0	0	2	62	20	20	15
0	0	10	26	20	20	15
0	0	0	1	20	20	15
0	0	0	20	20	20	15
0	0	12	20	20	20	15
0	0	12	41	20	20	15
0	0	0	23	20	20	15
0	0	2	63	20	20	15
0	0	2	8	20	20	15
0	0	10	9	20	20	15
0	0	0	42	20	20	15
0	0	0	45	20	20	15
0	0	2	60	20	20	15
0	0	12	39	20	20	15
0	0	0	3	20	20	15
0	0	4	61	20	20	15
0	0	0	32	20	20	15
0	0	10	36	20	20	15
0	0	4	56	20	20	15
0	0	0	35	20	20	15
0	0	2	61	20	20	15
0	0	2	14	20	20	15
0	0	4	59	20	20	15
0	0	0	38	20	20	15
0	0	2	47	20	20	15
0	0	10	3	20	20	15
0	0	4	54	20	20	15
0	0	0	57	20	20	15
0	0	10	46	20	20	15
0	0	2	15	20	20	15
0	0	4	49	20	20	15
0	0	0	60	20	20	15
0	0	2	43	20	20	15
0	0	0	63	20	20	15
0	0	0	6	20	20	15
0	0	4	47	20	20	15
0	0	0	50	20	20	15
0	0	10	47	20	20	15
0	0	10	32	20	20	15
0	0	4	42	20	20	15
0	0	0	53	20	20	15
0	0	12	25	20	20	15
0	0	2	13	20	20	15
0	0	4	37	20	20	15
0	0	12	1	20	20	15
0	0	12	4	20	20	15
0	0	4	32	20	20	15
